text,label  
王者包含幷覆，普爱无私，不为近重施，不为远遗恩。今俱是民也，俱是臣也，安危劳佚不齐，独不当调邪？不念彼而独计此，斯亦好议矣？缘边之民，处寒苦之地，距强胡之难，烽燧一动，有没身之累。故边民百战，而中国恬卧者，以边郡为蔽扞也。诗云：‘莫非王事，而我独劳。’刺不均也。是以圣王怀四方独苦，兴师推却胡、越，远寇安灾，散中国肥饶之余，以调边境，边境强，则中国安，中国安则晏然无事。何求而不默也？,法家  
古者，天子之立于天下之中，县内方不过千里，诸侯列国，不及不食之地，禹贡至于五千里；民各供其君，诸侯各保其国，是以百姓均调，而繇役不劳也。今推胡、越数千里，道路回避，士卒劳罢。故边民有刎颈之祸，而中国有死亡之患，此百姓所以嚣嚣而不默也。夫治国之道，由中及外，自近者始。近者亲附，然后来远；百姓内足，然后恤外。故群臣论或欲田轮台，明主不许，以为先救近务及时本业也。故下诏曰：‘当今之务，在于禁苛暴，止擅赋，力本农。’公卿宜承意，请减除不任，以佐百姓之急。今中国弊落不忧，务在边境。意者地广而不耕，多种而不耨，费力而无功，诗云：‘无田甫田，维莠骄骄。’其斯之谓欤。,儒家  
汤、武之伐，非好用兵也；周宣王辟国千里，非贪侵也；所以除寇贼而安百姓也。故无功之师，君子不行；无用之地，圣王不贪。先帝举汤、武之师，定三垂之难，一面而制敌，匈奴遁逃，因河、山以为防，故去砂石咸卤不食之地，故割斗辟之县，弃造阳之地以与胡，省曲塞，据河险，守要害，以宽徭役，保士民。由此观之：圣主用心，非务广地以劳众而已矣。,法家
秦之用兵，可谓极矣，蒙恬斥境，可谓远矣。今踰蒙恬之塞，立郡县寇虏之地，地弥远而民滋劳。朔方以西，长安以北，新郡之功，外城之费，不可胜计。非徒是也，司马、唐蒙凿西南夷之涂，巴、蜀弊于邛、筰；横海征南夷，楼船戍东越，荆、楚罢于瓯、骆；左将伐朝鲜，开临屯，燕、齐困于秽貉，张骞通殊远，纳无用，府库之藏，流于外国；非特斗辟之费，造阳之役也。由此观之：非人主用心，好事之臣为县官计过也。,儒家
挟管仲之智者，非为厮役之使也。怀陶朱之虑者，不居贫困之处。文学能言而不能行，居下而讪上，处贫而非富，大言而不从，高厉而行卑，诽誉訾议，以要名采善于当世。夫禄不过秉握者，不足以言治，家不满檐石者，不足以计事。儒皆贫羸，衣冠不完，安知国家之政，县官之事乎？何斗辟造阳也！,法家
贱不害智，贫不妨行。颜渊屡空，不为不贤。孔子不容，不为不圣。必将以貌举人，以才进士，则太公终身鼓刀，宁戚不离饭牛矣。古之君子，守道以立名，修身以俟时，不为穷变节，不为贱易志，惟仁之处，惟义之行。临财苟得，见利反义，不义而富，无名而贵，仁者不为也。故曾参、闵子，不以其仁易晋、楚之富。伯夷不以其行易诸侯之位，是以齐景公有马千驷，而不能与之争名。孔子曰：‘贤哉回也！一箪食，一瓢饮，在于陋巷，人不堪其忧，回也不改其乐。’故惟仁者能处约、乐，小人富斯暴，贫斯滥矣。杨子曰：‘为仁不富，为富不仁。’苟先利而后义，取夺不厌。公卿积亿万，大夫积千金，士积百金，利己幷财以聚；百姓寒苦，流离于路，儒独何以完其衣冠也？,儒家
余结发束修年十三，幸得宿卫，给事辇毂之下，以至卿大夫之位，获禄受赐，六十有余年矣。车马衣服之用，妻子仆养之费，量入为出，俭节以居之，奉禄赏赐，一二筹策之，积浸以致富成业。故分土若一，贤者能守之；分财若一，智者能筹之。夫白圭之废着，子贡之三至千金，岂必赖之民哉？运之六寸，转之息耗，取之贵贱之间耳！,法家  
古者，事业不二，利禄不兼，然诸业不相远，而贫富不相悬也。夫乘爵禄以谦让者，名不可胜举也；因权势以求利者，入不可胜数也。食湖池，管山海，刍荛者不能与之争泽，商贾不能与之争利。子贡以布衣致之，而孔子非之，况以势位求之者乎？故古者大夫思其仁义以充其位，不为权利以充其私也。,儒家  
山岳有饶，然后百姓赡焉。河、海有润，然后民取足焉。夫寻常之污，不能溉陂泽，丘阜之木，不能成宫室。小不能苞大，少不能赡多。未有不能自足而能足人者也。未有不能自治而能治人者也。故善为人者，能自为者也，善治人者，能自治者也。文学不能治内，安能理外乎？,法家  
行远道者假于车，济江、海者因于舟。故贤士之立功成名，因于资而假物者也。公输子能因人主之材木，以构宫室台榭，而不能自为专屋狭庐，材不足也。欧冶能因国君之铜铁，以为金炉大钟，而不能自为壶鼎盘杅，无其用也。君子能因人主之正朝，以和百姓，润众庶，而不能自饶其家，势不便也。故舜耕历山，恩不及州里，太公屠牛于朝歌，利不及妻子，及其见用，恩流八荒，德溢四海。故舜假之尧，太公因之周，君子能修身以假道者，不能枉道而假财也。,儒家  
道悬于天，物布于地，智者以衍，愚者以困。子贡以着积显于诸侯、陶朱公以货殖尊于当世。富者交焉，贫者赡焉。故上自人君，下及布衣之士，莫不戴其德，称其仁。原宪、孔急，当世被饥寒之患，颜回屡空于穷巷，当此之时，迫于窟穴，拘于缊袍，虽欲假财信奸佞，亦不能也。,法家  
孔子云：‘富而可求，虽执鞭之事，吾亦为之；如不可求，从吾所好。’君子求义，非苟富也。故刺子贡不受命而货殖焉。君子遭时则富且贵，不遇，退而乐道。不以利累己，故不违义而妄取。隐居修节，不欲妨行，故不毁名而趋势。虽付之以韩、魏之家，非其志，则不居也。富贵不能荣，谤毁不能伤也。故原宪之缊袍，贤于季孙之狐貉，赵宣孟之鱼飧，甘于智伯之刍豢，子思之银佩，美于虞公之垂棘。魏文侯轼段干木之闾，非以其有势也；晋文公见韩庆，下车而趋，非以其多财，以其富于仁，充于德也。故贵何必财，亦仁义而已矣！,儒家  
夫怀枉而言正，自托于无欲而实不从，此非士之情也？昔李斯与包丘子俱事荀卿，既而李斯入秦，遂取三公，据万乘之权以制海内，切侔伊、望，名巨泰山；而包丘子不免于瓮牖蒿庐，如潦岁之蛙，口非不众也，卒死于沟壑而已。今内无以养，外无以称，贫贱而好义，虽言仁义，亦不足贵者也！,法家  
方李斯之相秦也，始皇任之，人臣无二，然而荀卿谓之不食，睹其罹不测之祸也。包丘子饭麻蓬藜，修道白屋之下，乐其志，安之于广厦刍豢，无赫赫之势，亦无戚戚之忧。夫晋献垂棘，非不美也，宫之奇见之而叹，知荀息之图之也。智伯富有三晋，非不盛也，然不知襄子之谋之也。季孙之狐貉，非不丽也，而不知鲁君之患之也。故晋献以宝马钓虞、虢，襄子以城坏诱智伯。故智伯身禽于赵，而虞、虢卒幷于晋，以其务得不顾其后，贪土地而利宝马也。孔子曰：‘人无远虑，必有近忧。’今之在位者，见利不虞害，贪得不顾耻，以利易身，以财易死。无仁义之德，而有富贵之禄，若蹈坎阱，食于悬门之下，此李斯之所以伏五刑也。南方有鸟名鹓鶵，非竹实不食，非醴泉不饮，飞过泰山，泰山之鸱，俛啄腐鼠，仰见鹓雏而吓。今公卿以其富贵笑儒者为之常行，得无若泰山鸱吓鹓鶵乎？,儒家  
学者所防固辞，礼者所以文鄙行也。故学以辅德，礼以文质。言思可道，行思可乐。恶言不出于口，邪行不及于己。动作应礼，从容中道。故礼以行之，孙以出之。是以终日言，无口过；终身行，无冤尤。今人主张官立朝以治民，疏爵分禄以褒贤，而曰‘悬门腐鼠’，何辞之鄙背而悖于所闻也？,法家  
圣主设官以授任，能者处之；分禄以任贤，能者受之。义贵无高，义取无多。故舜受尧之天下，太公不避周之三公；苟非其人，箪食豆羹犹为赖民也。故德薄而位高，力少而任重，鲜不及矣。夫泰山鸱啄腐鼠于穷泽幽谷之中，非有害于人也。今之有司，盗主财而食之于刑法之旁，不知机之是发，又以吓人，其患恶得若泰山之鸱乎？,儒家  
司马子言：‘天下穰穰，皆为利往。’赵女不择丑好，郑妪不择远近，商人不媿耻辱，戎士不爱死力，士不在亲，事君不避其难，皆为利禄也。儒、墨内贪外矜，往来游说，栖栖然亦未为得也。故尊荣者士之愿也，富贵者士之期也。方李斯在荀卿之门，阘茸与之齐轸，及其奋翼高举，龙升骥骛，过九轶二，翱翔万仞，鸿鹄华骝且同侣，况跛牂燕雀之属乎！席天下之权，御宇内之众，后车百乘，食禄万钟。而拘儒布褐不完，糟糠不饱，非甘菽藿而卑广厦，亦不能得已。虽欲吓人，其何已乎！,法家  
君子怀德，小人怀土。贤士徇名，贪夫死利。李斯贪其所欲，致其所恶。孙叔敖早见于未萌，三去相而不悔，非乐卑贱而恶重禄也，虑患远而避害谨也。夫郊祭之牛，养食■年，衣之文绣，以入庙堂，太宰执其鸾刀，以启其毛；方此之时，愿任重而上峻阪，不可得也。商鞅困于彭池，吴起之伏王尸，愿被布褐而处穷鄙之蒿庐，不可得也。李斯相秦，席天下之势，志小万乘；及其囚于囹圄，车裂于云阳之市，亦愿负薪入东门，行上蔡曲街径，不可得也。苏秦、吴起以权势自杀，商鞅、李斯以尊重自灭，皆贪禄慕荣以没其身，从车百乘，曾不足以载其祸也！,儒家  
伯夷以廉饥，尾生以信死。由小器而亏大体，匹夫匹妇之为谅也，经于沟渎而莫之知也。何功名之有？苏秦、张仪，智足以强国，勇足以威敌，一怒而诸侯惧，安居而天下息。万乘之主，莫不屈体卑辞，重币请交，此所谓天下名士也。夫智不足与谋，而权不能举当世，民斯为下也。今举亡而为有，虚而为盈，布衣穿履，深念徐行，若有遗亡，非立功名之士，而亦未免于世俗也。,法家  
苏秦以从显于赵，张仪以横任于秦，方此之时，非不尊贵也，然智士随而忧之，知夫不以道进者必不以道退，不以义得者必不以义亡。季、孟之权，三桓之富，不可及也，孔子为之曰‘微’。为人臣，权均于君，富侔于国者，亡。故其位弥高而罪弥重，禄滋厚而罪滋多。夫行者先全己而后求名，仕者先辟害而后求禄。故香饵非不美也，龟龙闻而深藏，鸾凤见而高逝者，知其害身也。夫为乌鹊鱼鳖，食香饵而后狂飞奔走，逊头屈遰，无益于死。今有司盗秉国法，进不顾罪，卒然有急，然后车驰入趋，无益于死。所盗不足偿于臧获，妻子奔亡无处所，身在深牢，莫知恤视。方此之时，何暇得以笑乎？,儒家  
文学高行，矫然若不可卷；盛节絜言，皦然若不可涅。然戍卒陈胜释挽辂，首为叛逆，自立张楚，素非有回、由处士之行，宰相列臣之位也。奋于大泽，不过旬月，而齐、鲁儒墨缙绅之徒，肆其长衣，─长衣，容衣也。─负孔氏之礼器诗、书，委质为臣。孔甲为涉博士，卒俱死陈，为天下大笑。深藏高逝者固若是也？,法家  
周室衰，礼乐坏，不能统理，天下诸侯交争，相灭亡，并为六国，兵革不休，民不得宁息。秦以虎狼之心，蚕食诸侯，并吞战国以为郡县，伐能矜功，自以为过尧、舜而羞与之同。弃仁义而尚刑罚，以为今时不师于文而决于武。赵高治狱于内，蒙恬用兵于外，百姓愁苦，同心而患秦。陈王赫然奋爪牙为天下首事，道虽凶而儒墨或干之者，以为无王之矣，道拥遏不得行，自孔子以至于兹，而秦复重禁之，故发愤于陈王也。孔子曰：‘如有用我者，吾其为东周乎！’庶几成汤、文、武之功，为百姓除残去贼，岂贪禄乐位哉？,儒家  
文学言行虽有伯夷之廉，不及柳下惠之贞，不过高瞻下视，絜言污行，觞酒豆肉，迁延相让，辞小取大，鸡廉狼吞。赵绾、王臧之等，以儒术擢为上卿，而有奸利残忍之心。主父偃以口舌取大官，窃权重，欺绐宗室，受诸侯之赂，卒皆诛死。东方朔自称辩略，消坚释石，当世无双；然省其私行，狂夫不忍为，况无东方朔之口，其余无可观者也？,法家  
志善者忘恶，谨小者致大。俎豆之间足以观礼，闺门之内足以论行。夫服古之服，诵古之道，舍此而为非者，鲜矣。故君子时然后言，义然后取，不以道得之不居也。满而不溢，泰而不骄。故袁盎亲于景帝，秣马不过一驷；公孙弘即三公之位，家不过十乘；东方先生说听言行于武帝，而不骄溢；主父见困厄之日久矣，疾在位者不好道而富且贵，莫知恤士也，于是取饶衍之余以周穷士之急，非为私家之业也。当世嚣嚣，非患儒之鸡廉，患在位者之虎饱鸱咽，于求览无所孑遗耳。,儒家  
古者，经井田，制廛里，丈夫治其田畴，女子治其麻枲，无旷地，无游人。故非商工不得食于利末，非良农不得食于收获，非执政不得食于官爵。今儒者释耒耜而学不验之语，旷日弥久，而无益于治，往来浮游，不耕而食，不蚕而衣，巧伪良民，以夺农妨政，此亦当世之所患也。,法家  
禹戚洪水，身亲其劳，泽行路宿，过门不入。当此之时，簪堕不掇，冠挂不顾，而暇耕乎？孔子曰：‘诗人疾之不能默，丘疾之不能伏。’是以东西南北七十说而不用丙，然后退而修王道，作春秋，垂之万载之后，天下折中焉，岂与匹夫匹妇耕织同哉！传曰：‘君子当时不动，而民无观也。’故非君子莫治小人，非小人无以养君子，不当耕织为匹夫匹妇也。君子耕而不求，则乱之道也。,儒家  
文学言治尚于唐、虞，言义高于秋天，有华言矣，未见其实也。昔鲁穆公之时，公仪为相，子思、子柳为之卿，然北削于齐，以泗为境，南畏楚人，西宾秦国。孟轲居梁，兵折于齐，上将军死，而太子虏，西败于秦，地夺壤削，亡河内、河外。夫仲尼之门，七十子之徒，去父母，捐室家，负荷而随孔子，不耕而学，乱乃愈滋。故玉屑满箧，不为有宝；诗书负笈，不为有道。要在安国家，利人民，不苟繁文众辞而已。,法家  
虞不用百里奚之谋而灭，秦穆用之以至霸焉。夫不用贤则亡，而不削何可得乎？孟子适梁，惠王问利，答以仁义。趣舍不合，是以不用而去，怀宝而无语。故有粟不食，无益于饥；睹贤不用，无益于削。纣之时，内有微、箕二子，外有胶鬲、棘子，故其不能存。夫言而不用，谏而不听，虽贤，恶得有益于治也？,儒家  
歌者不期于利声，而贵在中节；论者不期于丽辞，而务在事实。善声而不知转，未可为能歌也；善言而不知变，未可谓能说也。持规而非矩，执准而非绳，通一孔，晓一理，而不知权衡，以所不睹不信人，若蝉之不知雪，坚据古文以应当世，犹辰参之错，胶柱而调瑟，固而难合矣。孔子所以不用于世，而孟轲见贱于诸侯也。,法家
日月之光，而盲者不能见，雷电之声，而聋人不能闻。夫为不知音者言，若语于瘖聋，何特蝉之不知重雪耶？夫以伊尹之智，太公之贤，而不能开辞于桀、纣，非说者非，听者过也。是以荆和抱璞而泣血，曰：‘安得良工而剖之！’屈原行吟泽畔，曰：‘安得皋陶而察之！’夫人君莫不欲求贤以自辅，任能以治国，然牵于流说，惑于道谀，是以贤圣蔽掩，而谗佞用事，以此亡国破家，而贤士饥于岩穴也。昔赵高无过人之志，而居万人之位，是以倾覆秦国而祸殃其宗，尽失其瑟，何胶柱之调也？,儒家
所谓文学高第者，智略能明先王之术，而姿质足以履行其道。故居则为人师，用则为世法。今文学言治则称尧、舜，道行则言孔、墨，授之政则不达，怀古道而不能行，言直而行枉，道是而情非，衣冠有以殊于乡曲，而实无以异于凡人。诸生所谓中直者，遭时蒙幸，备数适然耳，殆非明举所谓，固未可与论治也。,法家
天设三光以照记，天子立公卿以明治。故曰：公卿者，四海之表仪，神化之丹青也。上有辅明主之任，下有遂圣化之事，和阴阳，调四时，安众庶，育群生，使百姓辑睦，无怨思之色，四夷顺德，无叛逆之忧，此公卿之职，而贤者之所务也。若伊尹、周、召三公之才，太颠、闳夭九卿之人。文学不中圣主之明举，今之执政，亦未能称盛德也。,儒家
朝无忠臣者政闇，大夫无直士者位危。任座正言君之过，文侯改言行，称为贤君。袁盎面刺绛侯之骄矜，卒得其庆。故触死亡以干主之过者，忠臣也，犯颜以匡公卿之失者，直士也。鄙人不能巷言面违。方今入谷之教令，张而不施，食禄多非其人，以妨农商工，市井之利，未归于民，民望不塞也。且夫帝王之道，多堕坏而不修，诗云：‘济济多士。’意者诚任用其计，非苟陈虚言而已。,儒家
七十子躬受圣人之术，有名列于孔子之门，皆诸侯卿相之才，可南面者数人云。政事者冉有、季路，言语宰我、子贡。宰我秉事，有宠于齐，田常作难，道不行，身死庭中，简公杀于檀台。子路仕卫，孔悝作乱，不能救君出亡，身菹于卫；子贡、子皋遁逃，不能死其难。食人之重禄不能更，处人尊官不能存，何其厚于己而薄于君哉？同门共业，自以为知古今之义，明君臣之礼。或死或亡，二三子殊路，何道之悖也！,法家
宋殇公知孔父之贤而不早任，故身死。鲁庄知季有之贤，授之政晚而国乱。卫君近佞远贤，子路居蒲，孔悝为政。简公不听宰我而漏其谋。是以二君身被放杀，而祸及忠臣。二子者有事而不与其谋，故可以死，可以生，去止其义一也。晏婴不死崔、庆之难，不可谓不义；微子去殷之乱，可谓不仁乎？,儒家
至美素璞，物莫能饰也。至贤保真，伪文莫能增也。故金玉不琢，美珠不画。今仲由、冉求无檀柘之材，隋、和之璞，而强文之，譬若雕朽木而砺鈆刀，饰嫫母画土人也。被以五色，斐然成章，及遭行潦流波，则沮矣。夫重怀古道，枕籍诗、书，危不能安，乱不能治，邮里逐鸡，鸡亦无党也？,法家
非学无以治身，非礼无以辅德。和氏之璞，天下之美宝也、待礛诸之工而后明。毛嫱，天下之姣人也，待香泽脂粉而后容。周公，天下之至圣人也，待贤师学问而后通。今齐世庸士之人，不好学问，专以己之愚而荷负巨任，若无橶舳，济江海而遭大风，漂没于百仞之渊，东流无崖之川，安得沮而止乎？,儒家
刚者折，柔者卷。故季由以强梁死，宰我以柔弱杀。使二子不学，未必不得其死。何者？矜己而伐能，小知而巨牧，欲人之从己，不能以己从人，莫视而自见，莫贾而自贵，此其所以身杀死而终菹醢也。未见其为宗庙器，睹其为世戮也。当此之时，东流亦安之乎？,法家
骐骥之挽盐车垂头于太行之阪，屠者持刀而睨之。太公之穷困，负贩于朝歌也，蓬头相聚而笑之。当此之时，非无远筋骏才也，非文王、伯乐莫知之贾也。子路、宰我生不逢伯乐之举，而遇狂屠，故君子伤之，若“由不得其死然”，‘天其祝予’矣。孔父累华督之难，不可谓不义。仇牧涉宋万之祸，不可谓不贤也。,儒家
今之学者，无太公之能，骐骥之才，有以蜂虿介毒而自害也。东海成颙，河东胡建是也。二子者以术蒙举，起卒伍，为县令。独非自是，无与合同。引之不来，推之不往，狂狷不逊，忮害不恭，刻轹公主，侵陵大臣。知其不可，而强行之，欲以干名。所由不轨，果没其身。未睹功业所至，而见东观之殃，身得重罪，不得以寿终。狡而以为知，讦而以为直，不逊以为勇，其遭难，故亦宜也。,法家
二公怀精白之心，行忠正之道，直己以事上，竭力以徇公，奉法推理，不避强御，不阿所亲，不贵妻子之养，不顾私家之业。然卒不能免于嫉妒之人，为众枉所排也。其所以累不测之刑而功不遂也。夫公族不正则法令不行，肱肱不正则奸邪兴起。赵奢行之平原，范雎行之穰侯，二国治而两家全。故君过而臣正，上非而下讥，大臣正，县令何有？不反诸己而行非于人，执政之大失也。夫屈原之沉渊，遭子椒之谮也；管子得行其道，鲍叔之力也。今不睹鲍叔之力，而见汨罗之祸，虽欲以寿终，无其能得乎？,儒家
性有刚柔，形有好恶，圣人能因而不能改。孔子外变二三子之服，而不能革其心。故子路解长剑，去危冠，屈节于夫子之门，然摄齐师友，行行尔，鄙心犹存。宰予昼寝，欲损三年之丧。孔子曰：‘粪土之墙，不可杇也’，‘若由不得其死、然。’故内无其质而外学其文，虽有贤师良友，若画脂镂冰，费日损功。故良师不能饰戚施，香泽不能化嫫母也。,法家
西子蒙以不洁，鄙夫掩鼻；恶人盛饰，可以宗祀上帝。使二子不涉圣人之门，不免为穷夫，安得卿大夫之名？故砥所以致于刃，学所以尽其才也。孔子曰：‘觚不觚，觚哉，觚哉！’故人事加则为宗庙器，否则斯养之爨材。干、越之铤不厉，匹夫贱之；工人施巧，人主服而朝也。夫丑者自以为姣，故饰；愚者自以为知，故不学。观笑在己而不自知，不好用人，自是之过也。,儒家
师旷之调五音，不失宫商。圣王之治世，不离仁义。故有改制之名，无变道之实。上自黄帝，下及三王，莫不明德教，谨庠序，崇仁义，立教化。此百世不易之道也。殷、周因循而昌，秦王变法而亡。诗云：‘虽无老成人，尚有典刑。’言法教也。故没而存之，举而贯之，贯而行之，何更为哉？,儒家  
说西施之美无益于容，道尧、舜之德无益于治。今文学不言所为治，而言以治之无功，犹不言耕田之方，美富人之囷仓也。夫欲粟者务时，欲治者因世。故商君昭然独见存亡不可与世俗同者，为其沮功而多近也。庸人安其故，而愚者果所闻。故舟车之治，使民三年而后安之。商君之法立，然后民信之。孔子曰：‘可与共学，未可与权。’文学可令扶绳循刻，非所与论道术之外也。,法家  
君子多闻阙疑，述而不作，圣达而谋大，叡智而事寡。是以功成而不隳，名立而不顿。小人智浅而谋大，羸弱而任重，故中道而废，苏秦、商鞅是也。无先王之法，非圣人之道，而因于己，故亡。易曰：‘小人处盛位，虽高必崩。不盈其道，不恒其德，而能以善终身，未之有也。是以初登于天，后入于地。’禹之治水也，民知其利，莫不劝其功。商鞅之立法，民知其害，莫不畏其刑。故夏后功立而王，商鞅法行而亡。商鞅有独智之虑，世乏独见之证。文学不足与权当世，亦无负累蒙殃也。,儒家  
晏子有言：‘儒者华于言而寡于实，繁于乐而舒于民，久丧以害生，厚葬以伤业，礼烦而难行，道迂而难遵，称往古而訾当世，贱所见而贵所闻。’此人本枉，以己为式。此颜异所以诛黜，而狄山死于匈奴也。处其位而非其朝，生乎世而讪其上，终以被戮而丧其躯，此独谁为负其累而蒙其殃乎？,法家  
礼所以防淫，乐所以移风，礼兴乐正则刑罚中。故堤防成而民无水菑，礼义立而民无乱患。故礼义坏，堤防决，所以治者，未之有也。孔子曰：‘礼与其奢也宁俭，丧与其易也宁戚。’故礼之所为作，非以害生伤业也，威仪节文，非以乱化伤俗也。治国谨其礼，危国谨其法。昔秦以武力吞天下，而斯、高以妖孽累其祸，废古术，隳旧礼，专任刑法，而儒、墨既丧焉。塞士之涂，壅人之口，道谀日进而上不闻其过，此秦所以失天下而殒社稷也。故圣人为政，必先诛之，伪巧言以辅非而倾覆国家也。今子安取亡国之语而来乎？夫公卿处其位，不正其道，而以意阿邑顺风，疾小人浅浅面从，以成人之过也。故知言之死，不忍从苟合之徒，是以不免于螺绁。悲夫！,儒家  
檀柘而有乡，萑苇而有藂，言物类之相从也。孔子曰：‘德不孤，必有邻。’故汤兴而伊尹至，不仁者远矣。未有明君在上而乱臣在下也。今先帝躬行仁圣之道，以临海内，招举俊才贤良之士，唯仁是用，诛逐乱臣，不避所亲，务以求贤而简退不肖，犹尧之举舜、禹之族，殛鲧放驩兜也。而曰‘苟合之徒’，是则主非而臣阿，是也？,法家  
皋陶对舜：‘在知人，惟帝其难之。’洪水之灾，尧独愁悴而不能治，得舜、禹而九州宁。故虽有尧明之君，而无舜、禹之佐，则纯德不流。春秋刺有君而无主。先帝之时，良臣未备，故邪臣得间。尧得舜、禹而鲧殛驩兜诛，赵简子得叔向而盛青肩诎。语曰：‘未见君子，不知伪臣。’诗云：‘未见君子，忧心忡忡。既见君子，我心则降。’此之谓也。,儒家  
尧任鲧、驩兜，得舜、禹而放殛之以其罪，而天下咸服，诛不仁也。人君用之齐民，而颜异，济南亭长也，先帝举而加之高位，官至顶上卿。狄山起布衣，为汉议臣，处舜、禹之位，执天下之中，不能以治，而反坐讪上；故驩兜之诛加而刑戮至焉。贤者受赏而不肖者被刑，固其然也。文学又何怪焉？,法家  
论者相扶以义，相喻以道，从善不求胜，服义不耻穷。若相迷以伪，相乱以辞，相矜于后息，期于苟胜，非其贵者也。夫苏秦、张仪，荧惑诸侯，倾覆万乘，使人失其所恃；非不辩，然乱之道也。君子疾鄙夫之不可与事君，患其听从而无所不至也。今子不听正义以辅卿相，又从而顺之，好须臾之说，不计其后。若子之为人吏，宜受上戮，子姑默矣！,儒家  
盖闻士之居世也，衣服足以胜身，食饮足以供亲，内足以相恤，外不求于人。故身修然后可以理家，家理然后可以治官。故饭蔬粝者不可以言孝，妻子饥寒者不可以言慈，绪业不修者不可以言理。居斯世，行斯身，而有此三累者，斯亦足以默矣。,法家  
善养者不必刍豢也，善供服者不必锦绣也。以己之所有尽事其亲，孝之至也。故匹夫勤劳，犹足以顺礼，歠菽饮水，足以致其敬。孔子曰：‘今之孝者，是为能养，不敬，何以别乎？’故上孝养志，其次养色，其次养体。贵其礼，不贪其养，礼顺心和，养虽不备，可也。易曰：‘东邻杀牛，不如西邻之禴祭也。’故富贵而无礼，不如贫贱之孝悌。闺门之内尽孝焉，闺门之外尽悌焉，朋友之道尽信焉，三者，孝之至也。居家理者，非谓积财也，事亲孝者，非谓鲜肴也，亦和颜色、承意尽礼义而已矣。,儒家  
八十曰耋，七十曰耄。耄，食非肉不饱，衣非帛不暖。故孝子曰甘毳以养口，轻暖以养体。曾子养曾皙，必有酒肉。无端絻，虽公西赤不能以为容。无肴膳，虽闵、曾不能以卒养。礼无虚加，故必有其实然后为之文。与其礼有余而养不足，宁养有余而礼不足。夫洗爵以盛水，升降而进粝，礼虽备，然非其贵者也。,法家  
周襄王之母非无酒肉也，衣食非不如曾皙也，然而被不孝之名，以其不能事其父母也。君子重其礼，小人贪其养。夫嗟来而招之，投而与之，乞者由不取也。君子苟无其礼，虽美不食焉。故礼主人不亲馈，则客不祭。是馈轻而礼重也。,儒家  
孝莫大以天下一国养，次禄养，下以力。故王公人君，上也，卿大夫，次也。夫以家人言之，有贤子当路于世者，高堂邃宇，安车大马，衣轻暖，食甘毳。无者，褐衣皮冠，穷居陋巷，有旦无暮，食蔬粝荤茹，膢腊而后见肉。老亲之腹非唐园，唯菜是盛。夫蔬粝，乞者所不取，而子以养亲，虽欲以礼，非其贵也。,法家  
无其能而窃其位，无其功而有其禄，虽有富贵，由跖、蹻之养也。高台极望，食案方丈，而不可谓孝。老亲之腹非盗囊也，何故常盛不道之物？夫取非有非职，财入而患从之，身且死祸殃，安得膢腊而食肉？曾参、闵子无卿相之养，而有孝子之名；周襄王富有天下，而有不能事父母之累。故礼菲而养丰，非孝也。掠囷而以养，非孝也。,儒家  
上孝养色，其次安亲，其次全身。往者，陈余背汉，斩于泜水；五被邪逆，而夷三族。近世，主父偃行不轨而诛灭，吕步舒弄口而见戮，行身不谨，诛及无罪之亲。由此观之：虚礼无益于己也。文实配行，礼养俱施，然后可以言孝。孝在实质，不在于饰貌；全身在于谨慎，不在于驰语也。,法家  
言而不诚，期而不信，临难不勇，事君不忠，不孝之大者也。孟子曰：‘今之世，今之大夫，皆罪人也。皆逢其意以顺其恶。’今子不忠不信，巧言以乱政，导谀以求合。若此者，不容于世。春秋曰：‘士守一不移，循理不外援，共其职而已。’故卑位而言高者，罪也，言不及而言者，傲也。有诏公卿与斯议，而空战口也？,儒家  
山陵不让椒跬，以成其崇；君子不辞负薪之言，以广其名。故多见者博，多闻者知，距谏者塞，专己者孤。故谋及下者无失策，举及众者无顿功。诗云：‘询于刍荛。’故布衣皆得风议，何况公卿之史乎？春秋士不载文，而书咺者，以为宰士也。孔子曰：‘虽不吾以，吾其与闻诸。’仆虽不敏，亦尝倾耳下风，摄齐句指，受业径于君子之涂矣。使文学言之而是，仆之言有何害？使文学言之而非，虽微丞相史，孰不非也？,法家  
以正辅人谓之忠，以邪导人谓之佞。夫怫过纳善者，君之忠臣，大夫之直士也。孔子曰：‘大夫有争臣三人，虽无道，不失其家。’今子处宰士之列，无忠正之心，枉不能正，邪不能匡，顺流以容身，从风以说上。上所言则苟听，上所行则曲从，若影之随形，响之于声，终无所是非。衣儒衣，冠儒冠，而不能行其道，非其儒也。譬若土龙，文章首目具而非龙也。葶历似菜而味殊，玉石相似而异类。子非孔氏执经守道之儒，乃公卿面从之儒，非吾徒也。冉有为季氏宰而附益之，孔子曰：‘小子鸣鼓而攻之，可也。故辅桀者不为智，为桀敛者不为仁。”,儒家  
嘻！诸生阘茸无行，多言而不用，情貌不相副。若穿踰之盗，自古而患之。是孔丘斥逐于鲁君，曾不用于世也。何者？以其首摄多端，迂时而不要也。故秦王燔去其术而不行，坑之渭中而不用。乃安得鼓口舌，申颜眉，预前论议，是非国家之事也？,法家  
